0.000000000000000000e+00,1.101539416108812652e+01
1.000000000000000000e+00,1.157932350294930579e+00
2.000000000000000000e+00,9.652144360542297408e-01
3.000000000000000000e+00,9.438194748333522677e-01
4.000000000000000000e+00,9.358874426569256944e-01
5.000000000000000000e+00,9.277398480687822913e-01
6.000000000000000000e+00,9.141736384800501769e-01
7.000000000000000000e+00,8.902244782447814586e-01
8.000000000000000000e+00,8.595442765099661209e-01
9.000000000000000000e+00,8.423552315575736360e-01
1.000000000000000000e+01,8.418175922121320376e-01
1.100000000000000000e+01,8.378294324874877574e-01
1.200000000000000000e+01,8.388469450814383110e-01
1.300000000000000000e+01,8.291180634498596103e-01
1.400000000000000000e+01,8.246076645169939656e-01
1.500000000000000000e+01,8.384509434018816432e-01
1.600000000000000000e+01,8.118498424121312063e-01
1.700000000000000000e+01,8.043826729910714679e-01
1.800000000000000000e+01,8.057867567879812842e-01
1.900000000000000000e+01,7.850883994783673936e-01
2.000000000000000000e+01,7.600387273515973874e-01
2.100000000000000000e+01,6.976145260674613269e-01
2.200000000000000000e+01,6.699300360679626420e-01
2.300000000000000000e+01,6.413039244924272353e-01
2.400000000000000000e+01,6.157052578244890384e-01
2.500000000000000000e+01,5.919605319840567370e-01
2.600000000000000000e+01,5.867829149109976550e-01
2.700000000000000000e+01,5.946200530869619749e-01
2.800000000000000000e+01,5.722355709757123154e-01
2.900000000000000000e+01,5.714308064324514769e-01
3.000000000000000000e+01,5.584911366871424532e-01
3.100000000000000000e+01,5.583539312226432072e-01
3.200000000000000000e+01,5.456375091416495460e-01
3.300000000000000000e+01,5.602187061309814586e-01
3.400000000000000000e+01,5.733302310534885704e-01
3.500000000000000000e+01,5.520548432213919776e-01
3.600000000000000000e+01,5.398353818484714628e-01
3.700000000000000000e+01,5.308685200554984496e-01
3.800000000000000000e+01,5.288676895414079482e-01
3.900000000000000000e+01,5.254960869039807525e-01
4.000000000000000000e+01,5.357429412433079019e-01
4.100000000000000000e+01,5.256187381063188724e-01
4.200000000000000000e+01,5.153725760323660809e-01
4.300000000000000000e+01,5.015756440162658647e-01
4.400000000000000000e+01,4.853737253802163365e-01
4.500000000000000000e+01,4.724199111121041295e-01
4.600000000000000000e+01,4.534407862595149497e-01
4.700000000000000000e+01,4.186958718299865767e-01
4.800000000000000000e+01,3.931245425769260837e-01
4.900000000000000000e+01,3.845515612193516342e-01
5.000000000000000000e+01,3.880286598205566206e-01
5.100000000000000000e+01,3.709479956967490222e-01
5.200000000000000000e+01,3.729073006766183140e-01
5.300000000000000000e+01,3.787288735594068201e-01
5.400000000000000000e+01,3.818843357903616842e-01
5.500000000000000000e+01,3.720992365905216870e-01
5.600000000000000000e+01,3.910436606407165505e-01
5.700000000000000000e+01,3.662444445065089482e-01
5.800000000000000000e+01,3.306396041597639002e-01
5.900000000000000000e+01,3.169696603502545895e-01
6.000000000000000000e+01,2.936097002029419145e-01
6.100000000000000000e+01,2.702353101117270229e-01
6.200000000000000000e+01,2.569081861632210861e-01
6.300000000000000000e+01,2.685836650644030099e-01
6.400000000000000000e+01,2.600441609110151209e-01
6.500000000000000000e+01,2.537177366869790007e-01
6.600000000000000000e+01,2.617181430544172072e-01
6.700000000000000000e+01,2.407447932447706052e-01
6.800000000000000000e+01,2.376680191925593655e-01
6.900000000000000000e+01,2.458243392195020305e-01
7.000000000000000000e+01,2.317429036753518301e-01
7.100000000000000000e+01,2.205949720314570872e-01
7.200000000000000000e+01,2.124492996079581086e-01
7.300000000000000000e+01,2.440503809281757974e-01
7.400000000000000000e+01,2.252698821680886310e-01
7.500000000000000000e+01,2.154712723834174004e-01
7.600000000000000000e+01,2.191440847090312394e-01
7.700000000000000000e+01,1.970820063352584917e-01
7.800000000000000000e+01,1.915203257969447515e-01
7.900000000000000000e+01,1.995067146846226380e-01
8.000000000000000000e+01,1.853126037972314122e-01
8.100000000000000000e+01,1.794169151782989413e-01
8.200000000000000000e+01,1.988004145451954530e-01
8.300000000000000000e+01,2.031121485573904872e-01
8.400000000000000000e+01,2.010030132532119873e-01
8.500000000000000000e+01,1.781475778136934474e-01
8.600000000000000000e+01,1.808380497353417604e-01
8.700000000000000000e+01,2.051150496516908894e-01
8.800000000000000000e+01,1.828795049871717315e-01
8.900000000000000000e+01,1.760862467118672059e-01
9.000000000000000000e+01,1.775755499941961968e-01
9.100000000000000000e+01,1.758315377576010474e-01
9.200000000000000000e+01,1.750744567598615242e-01
9.300000000000000000e+01,1.785170177902494215e-01
9.400000000000000000e+01,1.855225328036717025e-01
9.500000000000000000e+01,1.653060439229011580e-01
9.600000000000000000e+01,1.615777071033205337e-01
9.700000000000000000e+01,1.827743788276399994e-01
9.800000000000000000e+01,1.530798019681658129e-01
9.900000000000000000e+01,1.535225006512233314e-01
