0.000000000000000000e+00,1.217196110248565688e+01
1.000000000000000000e+00,1.199057388986860095e+00
2.000000000000000000e+00,9.961678756986345196e-01
3.000000000000000000e+00,9.655641092572893047e-01
4.000000000000000000e+00,9.605853816441126680e-01
5.000000000000000000e+00,9.390650408608572919e-01
6.000000000000000000e+00,9.167580304827008808e-01
7.000000000000000000e+00,8.985339822087968775e-01
8.000000000000000000e+00,8.749839809962681736e-01
9.000000000000000000e+00,8.472837880679539024e-01
1.000000000000000000e+01,8.287727812358310908e-01
1.100000000000000000e+01,8.068195792606899230e-01
1.200000000000000000e+01,7.874745076043264680e-01
1.300000000000000000e+01,7.778800453458513120e-01
1.400000000000000000e+01,7.647220788683209980e-01
1.500000000000000000e+01,7.337585139274597212e-01
1.600000000000000000e+01,7.781075790950230386e-01
1.700000000000000000e+01,7.393424228259495301e-01
1.800000000000000000e+01,7.110558428083146865e-01
1.900000000000000000e+01,7.300420519283840060e-01
2.000000000000000000e+01,7.218060227802821638e-01
2.100000000000000000e+01,6.792146781512669040e-01
2.200000000000000000e+01,6.977672587122235592e-01
2.300000000000000000e+01,6.348099855014256443e-01
2.400000000000000000e+01,6.798280034746442269e-01
2.500000000000000000e+01,7.385287564141409522e-01
2.600000000000000000e+01,6.456296549524579431e-01
2.700000000000000000e+01,6.711491700581141417e-01
2.800000000000000000e+01,7.689046580450875634e-01
2.900000000000000000e+01,6.190594441550119065e-01
3.000000000000000000e+01,5.368283413137708848e-01
3.100000000000000000e+01,5.779310216222490748e-01
3.200000000000000000e+01,4.625442295415060912e-01
3.300000000000000000e+01,5.232495294298444843e-01
3.400000000000000000e+01,4.111491250991821111e-01
3.500000000000000000e+01,5.112391466753823943e-01
3.600000000000000000e+01,4.215829215730939605e-01
3.700000000000000000e+01,4.207265307222093909e-01
3.800000000000000000e+01,3.484694002355848141e-01
3.900000000000000000e+01,4.035093406268528415e-01
4.000000000000000000e+01,4.766923766476767188e-01
4.100000000000000000e+01,3.899256529126848281e-01
4.200000000000000000e+01,3.660321549006870789e-01
4.300000000000000000e+01,4.041519834314074022e-01
4.400000000000000000e+01,3.977163754190717326e-01
4.500000000000000000e+01,3.567408956800188213e-01
4.600000000000000000e+01,3.210204654080527353e-01
4.700000000000000000e+01,3.043413724218095862e-01
4.800000000000000000e+01,2.969141241482325944e-01
4.900000000000000000e+01,2.794391831329890441e-01
5.000000000000000000e+01,3.799807008675166742e-01
5.100000000000000000e+01,2.709431882415498927e-01
5.200000000000000000e+01,2.747617743696485482e-01
5.300000000000000000e+01,2.702377670151846489e-01
5.400000000000000000e+01,2.433408528566360363e-01
5.500000000000000000e+01,2.161552025590624260e-01
5.600000000000000000e+01,2.639283181939806044e-01
5.700000000000000000e+01,2.175991360630308014e-01
5.800000000000000000e+01,1.952930467469351505e-01
5.900000000000000000e+01,1.730157165867941826e-01
6.000000000000000000e+01,1.711940690023558420e-01
6.100000000000000000e+01,1.933178032296044568e-01
6.200000000000000000e+01,1.832613151414053676e-01
6.300000000000000000e+01,1.821213110855647577e-01
6.400000000000000000e+01,1.717210657255990036e-01
6.500000000000000000e+01,1.598350616863795648e-01
6.600000000000000000e+01,1.446787824801036293e-01
6.700000000000000000e+01,1.473999787228447989e-01
6.800000000000000000e+01,1.483003889662878882e-01
6.900000000000000000e+01,1.338708520361355236e-01
7.000000000000000000e+01,1.414934721163340903e-01
7.100000000000000000e+01,1.349615072352545464e-01
7.200000000000000000e+01,1.418235728570393095e-01
7.300000000000000000e+01,1.371511866365160148e-01
7.400000000000000000e+01,1.311014131988797737e-01
7.500000000000000000e+01,1.167654493025370999e-01
7.600000000000000000e+01,1.287178276266370547e-01
7.700000000000000000e+01,1.222554426959582691e-01
7.800000000000000000e+01,1.222667378612927042e-01
7.900000000000000000e+01,1.158259874582290710e-01
8.000000000000000000e+01,1.157106630717004980e-01
8.100000000000000000e+01,1.099365641389574294e-01
8.200000000000000000e+01,1.081018404875482841e-01
8.300000000000000000e+01,1.400785082578659135e-01
8.400000000000000000e+01,1.274682630811418693e-01
8.500000000000000000e+01,1.159250104427337613e-01
8.600000000000000000e+01,1.077976252777235883e-01
8.700000000000000000e+01,1.071582255193165439e-01
8.800000000000000000e+01,1.044177255460194131e-01
8.900000000000000000e+01,1.041723053370203350e-01
9.000000000000000000e+01,1.133883150986262772e-01
9.100000000000000000e+01,1.079634480391229862e-01
9.200000000000000000e+01,9.495691567659378385e-02
9.300000000000000000e+01,9.815800922257560124e-02
9.400000000000000000e+01,9.438631206750869307e-02
9.500000000000000000e+01,1.042495636854852969e-01
9.600000000000000000e+01,1.053834951349667121e-01
9.700000000000000000e+01,1.000136334555489642e-01
9.800000000000000000e+01,9.495091881070817641e-02
9.900000000000000000e+01,1.026583751610347234e-01
